"Klucz","KluczOpakJedn","IdCechy","Wartosc","NrWersji","IdSesji"
"12094","11244","103","","1","2915"
"12095","11244","104","A2771989","1","2915"
"12096","11242","105","A2771986","1","2915"
"12097","11242","103","","1","2915"
"12098","11242","104","A2771985","1","2915"
"12099","11241","105","A2771984","1","2915"
"12100","11241","103","","1","2915"
"12101","11241","104","A2771983","1","2915"
"12102","11240","105","A2771981","1","2915"
"12103","11240","103","","1","2915"
"12104","11240","104","A2771982","1","2915"
"12105","11239","105","A2771980","1","2915"
"12106","11239","103","","1","2915"
"12107","11239","104","A2771979","1","2915"
"12108","11238","105","A2771978","1","2915"
"12109","11238","103","","1","2915"
"12110","11238","104","A2771977","1","2915"
"12111","11237","105","A2771972","1","2915"
"12112","11237","103","","1","2915"
"12113","11237","104","A2771971","1","2915"
"12114","11236","105","A2771974","1","2915"
"12115","11236","103","","1","2915"
"12116","11236","104","A2771973","1","2915"
"12117","11235","105","A2771976","1","2915"
"12118","11235","103","","1","2915"
"12119","11235","104","A2771975","1","2915"
"12120","11234","105","A2771968","1","2915"
"12121","11234","103","","1","2915"
"12122","11234","104","A2771967","1","2915"
"12123","11233","105","A2771970","1","2915"
"12124","11233","103","","1","2915"
"12125","11233","104","A2771969","1","2915"
"12126","11232","105","A2771966","1","2915"
"12127","11232","103","","1","2915"
"12128","11232","104","A2771965","1","2915"
"12129","11231","105","A2771942","1","2915"
"12130","11231","103","","1","2915"
"12131","11231","104","A2771941","1","2915"
"12132","11230","105","A2771944","1","2915"
"12133","11230","103","","1","2915"
"12134","11230","104","A2771943","1","2915"
"12135","11229","105","A2771940","1","2915"
"12136","11229","103","","1","2915"
"12137","11229","104","A2771939","1","2915"
"12138","11228","105","A2771936","1","2915"
"12139","11228","103","","1","2915"
"12140","11228","104","A2771935","1","2915"
"12141","11227","105","A2771938","1","2915"
"12142","11227","103","","1","2915"
"12143","11227","104","A2771937","1","2915"
"12144","11226","105","A2771934","1","2915"
"12145","11226","103","","1","2915"
"12146","11226","104","A2771933","1","2915"
"12147","11225","105","A2771926","1","2915"
"12148","11225","103","","1","2915"
"12149","11225","104","A2771925","1","2915"
"12150","11224","105","A2771928","1","2915"
"12151","11224","103","","1","2915"
"12152","11224","104","A2771927","1","2915"
"12153","11223","105","A2771930","1","2915"
"12154","11223","103","","1","2915"
"12155","11223","104","A2771929","1","2915"
"12156","11222","105","A2771932","1","2915"
"12157","11222","103","","1","2915"
"12158","11222","104","A2771931","1","2915"
"12159","11221","105","A2771916","1","2915"
"12160","11221","103","","1","2915"
"12161","11221","104","A2771915","1","2915"
"12162","11220","105","A2771918","1","2915"
"12163","11220","103","","1","2915"
"12164","11220","104","A2771917","1","2915"
"12165","11219","105","A2771920","1","2915"
"12166","11219","103","","1","2915"
"12167","11219","104","A2771919","1","2915"
"12168","11218","105","A2771920","1","2915"
"12169","11218","103","","1","2915"
"12170","11218","104","A2771921","1","2915"
"12171","11217","105","A2771924","1","2915"
"12172","11217","103","","1","2915"
"12173","11217","104","A2771923","1","2915"
"12174","11623","127","A2771181","1","2916"
"12175","11623","128","A2771182","1","2916"
"12176","11622","127","A2771183","1","2916"
"12177","11622","128","A2771184","1","2916"
"12178","11621","127","A2771185","1","2916"
"12179","11621","128","A2771186","1","2916"
"12180","11620","127","A2771179","1","2916"
"12181","11620","128","A2771180","1","2916"
"12182","11619","127","A2771188","1","2916"
"12183","11619","128","A2771187","1","2916"
"12184","11618","127","A2771167","1","2916"
"12185","11618","128","A2771168","1","2916"
"12186","11617","127","A2771119","1","2916"
"12187","11617","128","A2771120","1","2916"
"12188","11616","127","A2771117","1","2916"
"12189","11616","128","A2771118","1","2916"
"12190","10281","127","A2770454","1","2920"
"12191","10281","128","A2770455","1","2920"
"12192","10261","127","A2771153","1","2920"
"12193","10261","128","A2771154","1","2920"
"12194","10237","127","A2771155","1","2920"
"12195","10237","128","A2771156","1","2920"
"12196","10231","127","A2771159","1","2920"
"12197","10231","128","A2771160","1","2920"
"12198","10213","127","A2771163","1","2920"
"12199","10213","128","A2771164","1","2920"
"12200","10252","127","A2771176","1","2920"
"12201","10252","128","A2770401","1","2920"
"12202","10254","127","A2771093","1","2920"
"12203","10254","128","A2771094","1","2920"
"12204","10221","127","A2771095","1","2920"
"12205","10221","128","A2771096","1","2920"
"12206","10211","127","A2771097","1","2920"
"12207","10211","128","A2771098","1","2920"
"12208","10225","127","A2771099","1","2920"
"12209","10225","128","A2771100","1","2920"
"12210","10585","127","A2771157","1","2920"
"12211","10585","128","A2771158","1","2920"
"12212","7398","127","A2771169","1","2920"
"12213","7398","128","A2771170","1","2920"
"12214","7438","127","A2771091","1","2920"
"12215","7438","128","A2771092","1","2920"
"12216","7778","127","A2771161","1","2920"
"12217","7778","128","A2771162","1","2920"
"12218","7767","127","A2771166","1","2920"
"12219","7767","128","A2771165","1","2920"
"12220","7402","127","A2771177","1","2920"
"12221","7402","128","A2771178","1","2920"
"12222","6546","127","A2771189","1","2920"
"12223","6546","128","A2771190","1","2920"
"12236","2744","105","A2766782","1","2971"
"12237","2744","103","","1","2971"
"12238","2744","104","A2766781","1","2971"
"12254","6482","105","A2770688","1","2971"
"12255","6482","103","","1","2971"
"12256","6482","104","A2770687","1","2971"
"12266","2774","105","A2766772","1","2971"
"12267","2774","103","","1","2971"
"12268","2774","104","A2766771","1","2971"
"12275","2761","105","A2766778","1","2971"
"12276","2761","103","","1","2971"
"12277","2761","104","A2766777","1","2971"
"12279","2755","103","","1","2971"
"12280","2755","104","A2770460","1","2971"
"12287","2751","105","A2770686","1","2972"
"12288","2751","103","","1","2972"
"12289","2751","104","A2770685","1","2972"
"12324","11078","103","","1","2972"
"12325","11078","104","A2770383","1","2972"
"14301","10731","105","A2772956","1","3076"
"14302","10731","103","","1","3076"
"14303","10731","104","A2772955","1","3076"
"12345","11204","103","","1","2972"
"12346","11204","104","A2770351","1","2972"
"12347","11199","105","A2770360","1","2972"
"12348","11199","103","","1","2972"
"12349","11199","104","A2770359","1","2972"
"12350","11193","105","A2770354","1","2972"
"12351","11193","103","","1","2972"
"12352","11193","104","A2770353","1","2972"
"12353","11166","105","A2770358","1","2972"
"12354","11166","103","","1","2972"
"12355","11166","104","A2770357","1","2972"
"12356","11148","105","A2770356","1","2972"
"12357","11148","103","","1","2972"
"12358","11148","104","A2770355","1","2972"
"12359","11119","105","A2770348","1","2972"
"12360","11119","103","","1","2972"
"12361","11119","104","A2770347","1","2972"
"12362","10664","105","A2770346","1","2972"
"12363","10664","103","","1","2972"
"12364","10664","104","A2770345","1","2972"
"12365","10359","105","A2769246","1","2972"
"12366","10359","103","","1","2972"
"12367","10359","104","A2769245","1","2972"
"12368","8756","105","A2770378","1","2972"
"12369","8756","103","","1","2972"
"12370","8756","104","A2770377","1","2972"
"12371","8696","105","A2770248","1","2972"
"12372","8696","103","","1","2972"
"12373","8696","104","A2769247","1","2972"
"12374","6479","105","A2770376","1","2972"
"12375","6479","103","","1","2972"
"12376","6479","104","A2770375","1","2972"
"12377","6475","105","A2770380","1","2972"
"12378","6475","103","","1","2972"
"12379","6475","104","A2770379","1","2972"
"12380","6471","105","A2770828","1","2972"
"12381","6471","103","","1","2972"
"12382","6471","104","A2766827","1","2972"
"12383","12265","105","A2766871","1","2973"
"12384","12265","103","","1","2973"
"12385","12265","104","A2766870","1","2973"
"12386","12264","105","A2766869","1","2973"
"12387","12264","103","","1","2973"
"12388","12264","104","A2766868","1","2973"
"12389","12263","105","A2766867","1","2973"
"12390","12263","103","","1","2973"
"12391","12263","104","A2766866","1","2973"
"12392","12262","105","A2766865","1","2973"
"12393","12262","103","","1","2973"
"12394","12262","104","A2766864","1","2973"
"12395","12261","105","A2766863","1","2973"
"12396","12261","103","","1","2973"
"12397","12261","104","A2766862","1","2973"
"12398","12260","105","A2766861","1","2973"
"12399","12260","103","","1","2973"
"12400","12260","104","A2766860","1","2973"
"12401","12259","105","A2770796","1","2973"
"12402","12259","103","","1","2973"
"12403","12259","104","A2770795","1","2973"
"12404","12258","105","A2770794","1","2973"
"12405","12258","103","","1","2973"
"12406","12258","104","A2770793","1","2973"
"12407","12257","105","A2770544","1","2973"
"12408","12257","103","","1","2973"
"12409","12257","104","A2770543","1","2973"
"12410","12256","105","A2770720","1","2973"
"12411","12256","103","","1","2973"
"12412","12256","104","A2770719","1","2973"
"12413","12255","105","A2770718","1","2973"
"12414","12255","103","","1","2973"
"12415","12255","104","A2770717","1","2973"
"12416","12254","105","A2770716","1","2973"
"12417","12254","103","","1","2973"
"12418","12254","104","A2770715","1","2973"
"12419","12253","105","A2770714","1","2973"
"12420","12253","103","","1","2973"
"12421","12253","104","A2770713","1","2973"
"12422","12252","105","A2770712","1","2973"
"12423","12252","103","","1","2973"
"12424","12252","104","A2770711","1","2973"
"12425","12251","105","A2770710","1","2973"
"12426","12251","103","","1","2973"
"12427","12251","104","A2770709","1","2973"
"12428","12250","105","A2770708","1","2973"
"12429","12250","103","","1","2973"
"12430","12250","104","A2770707","1","2973"
"12431","12249","105","A2770706","1","2973"
"12432","12249","103","","1","2973"
"12433","12249","104","A2770705","1","2973"
"12434","12248","105","A2770704","1","2973"
"12435","12248","103","","1","2973"
"12436","12248","104","A2770703","1","2973"
"12437","12247","105","A2770702","1","2973"
"12438","12247","103","","1","2973"
"12439","12247","104","A2770701","1","2973"
"12440","12246","105","A2770700","1","2973"
"12441","12246","103","","1","2973"
"12442","12246","104","A2770699","1","2973"
"12443","12245","105","A2770698","1","2973"
"12444","12245","103","","1","2973"
"12445","12245","104","A2770697","1","2973"
"12446","12244","105","A2770696","1","2973"
"12447","12244","103","","1","2973"
"12448","12244","104","A2770695","1","2973"
"12449","12243","105","A2770680","1","2973"
"12450","12243","103","","1","2973"
"12451","12243","104","A2770679","1","2973"
"12452","12242","105","A2770678","1","2973"
"12453","12242","103","","1","2973"
"12454","12242","104","A2770677","1","2973"
"12455","12238","105","A2770591","1","2973"
"12456","12238","103","","1","2973"
"12457","12238","104","A2770590","1","2973"
"12458","12237","105","A2770589","1","2973"
"12459","12237","103","","1","2973"
"12460","12237","104","A2770588","1","2973"
"12461","12236","105","A2770587","1","2973"
"12462","12236","103","","1","2973"
"12463","12236","104","A2770586","1","2973"
"12464","12235","105","A2770585","1","2973"
"12465","12235","103","","1","2973"
"12466","12235","104","A2770584","1","2973"
"12467","12233","105","A2770582","1","2973"
"12468","12233","103","","1","2973"
"12469","12233","104","A2770583","1","2973"
"12470","12232","105","A2770580","1","2973"
"12471","12232","103","","1","2973"
"12472","12232","104","A2770579","1","2973"
"12473","12231","105","A2770578","1","2973"
"12474","12231","103","","1","2973"
"12475","12231","104","A2770577","1","2973"
"12476","12230","105","A2770576","1","2973"
"12477","12230","103","","1","2973"
"12478","12230","104","A2770575","1","2973"
"12479","12229","105","A2770574","1","2973"
"12480","12229","103","","1","2973"
"12481","12229","104","A2770573","1","2973"
"12482","12228","105","A2770572","1","2973"
"12483","12228","103","","1","2973"
"12484","12228","104","A2770571","1","2973"
"12485","12227","105","A2770570","1","2973"
"12486","12227","103","","1","2973"
"12487","12227","104","A2770569","1","2973"
"12488","12226","105","A2770568","1","2973"
"12490","12226","104","A2770567","1","2973"
"12491","12225","105","A2770566","1","2973"
"12492","12225","103","","1","2973"
"12493","12225","104","A2770565","1","2973"
"12494","12224","105","A2770564","1","2973"
"12495","12224","103","","1","2973"
"12496","12224","104","A2770563","1","2973"
"12497","12223","105","A2770562","1","2973"
"12498","12223","103","","1","2973"
"12499","12223","104","A2770561","1","2973"
"12500","12222","105","A2770558","1","2973"
"12501","12222","103","","1","2973"
"12502","12222","104","A2770557","1","2973"
"12503","12221","105","A2770556","1","2973"
"12504","12221","103","","1","2973"
"12505","12221","104","A2770555","1","2973"
"12506","12220","105","A2770554","1","2973"
"12507","12220","103","","1","2973"
"12508","12220","104","A2770553","1","2973"
"12509","12218","105","A2770550","1","2973"
"12510","12218","103","","1","2973"
"12511","12218","104","A2770549","1","2973"
"13405","9796","107","RK Warszawa  Bobrowiecka LIM VII-XII","1","2995"
"13406","9796","106","","1","2995"
"13441","9814","107","RK Warszawa ul. Grójecka VI-VIII 2012","1","2995"
"12515","12217","105","A2770548","1","2973"
"12516","12217","103","","1","2973"
"12517","12217","104","A2770547","1","2973"
"12518","12216","105","A2770546","1","2973"
"12519","12216","103","","1","2973"
"12520","12216","104","A2770545","1","2973"
"12521","12214","105","A2770542","1","2973"
"12522","12214","103","","1","2973"
"12523","12214","104","A2770541","1","2973"
"12524","12213","105","A2770540","1","2973"
"12525","12213","103","","1","2973"
"12526","12213","104","A2770539","1","2973"
"12527","12212","105","A2770538","1","2973"
"12528","12212","103","","1","2973"
"12529","12212","104","A2770537","1","2973"
"12530","12211","105","A2770535","1","2973"
"12531","12211","103","","1","2973"
"12532","12211","104","A2770536","1","2973"
"12533","12210","105","A2770534","1","2973"
"12534","12210","103","","1","2973"
"12535","12210","104","A2770533","1","2973"
"12536","12209","105","A2770532","1","2973"
"12537","12209","103","","1","2973"
"12538","12209","104","A2770531","1","2973"
"12539","12208","105","A2770785","1","2973"
"12540","12208","103","","1","2973"
"12541","12208","104","A2770786","1","2973"
"12542","12207","105","A2770784","1","2973"
"12543","12207","103","","1","2973"
"12544","12207","104","A2770783","1","2973"
"12545","12206","105","A2770782","1","2973"
"12546","12206","103","","1","2973"
"12547","12206","104","A2770781","1","2973"
"12548","12205","105","A2770780","1","2973"
"12549","12205","103","","1","2973"
"12550","12205","104","A2770779","1","2973"
"12551","12204","105","A2770778","1","2973"
"12552","12204","103","","1","2973"
"12553","12204","104","A2770777","1","2973"
"12554","12203","105","A2770776","1","2973"
"12555","12203","103","","1","2973"
"12556","12203","104","A2770775","1","2973"
"12557","12201","105","A2770772","1","2973"
"12558","12201","103","","1","2973"
"12559","12201","104","A2770771","1","2973"
"13442","9814","106","","1","2995"
"13484","9836","106","","1","2995"
"12563","12200","105","A2770770","1","2973"
"12564","12200","103","","1","2973"
"12565","12200","104","A2770769","1","2973"
"12566","12199","105","A2770768","1","2973"
"12567","12199","103","","1","2973"
"12568","12199","104","A2770767","1","2973"
"12569","12198","105","A2770398","1","2973"
"12570","12198","103","","1","2973"
"12571","12198","104","A2770397","1","2973"
"12572","12197","105","A2770396","1","2973"
"12573","12197","103","","1","2973"
"12574","12197","104","A2770395","1","2973"
"12575","12196","105","A2770394","1","2973"
"12576","12196","103","","1","2973"
"12577","12196","104","A2770393","1","2973"
"12578","12194","105","A2770386","1","2973"
"12579","12194","103","","1","2973"
"12580","12194","104","A2770385","1","2973"
"12581","12193","105","A2770350","1","2973"
"12582","12193","103","","1","2973"
"12583","12193","104","A2770349","1","2973"
"12584","12192","105","A2770344","1","2973"
"12585","12192","103","","1","2973"
"12586","12192","104","A2770343","1","2973"
"12587","12191","105","A2770342","1","2973"
"12588","12191","103","","1","2973"
"12589","12191","104","A2770341","1","2973"
"12590","12190","105","A2770340","1","2973"
"12591","12190","103","","1","2973"
"12592","12190","104","A2770339","1","2973"
"12593","12189","105","A2770338","1","2973"
"12594","12189","103","","1","2973"
"12595","12189","104","A2770337","1","2973"
"12596","12188","105","A2770336","1","2973"
"12597","12188","103","","1","2973"
"12598","12188","104","A2770335","1","2973"
"12599","12187","105","A2770334","1","2973"
"12600","12187","103","","1","2973"
"12601","12187","104","A2770333","1","2973"
"12602","12186","105","A2770332","1","2973"
"12603","12186","103","","1","2973"
"12604","12186","104","A2770331","1","2973"
"12605","12185","105","A2770330","1","2973"
"12606","12185","103","","1","2973"
"12607","12185","104","A2770329","1","2973"
"12608","12184","105","A2770314","1","2973"
"12609","12184","103","","1","2973"
"12610","12184","104","A2770313","1","2973"
"12611","12183","105","A2770328","1","2973"
"12612","12183","103","","1","2973"
"12613","12183","104","A2770327","1","2973"
"12614","12182","105","A2770326","1","2973"
"12615","12182","103","","1","2973"
"12616","12182","104","A2770325","1","2973"
"12617","12181","105","A2770324","1","2973"
"12618","12181","103","","1","2973"
"12619","12181","104","A2770323","1","2973"
"12620","12180","105","A2770322","1","2973"
"12621","12180","103","","1","2973"
"12622","12180","104","A2770321","1","2973"
"12623","12179","105","A2770320","1","2973"
"12624","12179","103","","1","2973"
"12625","12179","104","A2770319","1","2973"
"12626","12178","105","A2770318","1","2973"
"12627","12178","103","","1","2973"
"12628","12178","104","A2770317","1","2973"
"12629","12177","105","A2770316","1","2973"
"12630","12177","103","","1","2973"
"12631","12177","104","A2770315","1","2973"
"12632","12176","105","A2770260","1","2973"
"12633","12176","103","","1","2973"
"12634","12176","104","A2770259","1","2973"
"12635","12175","105","A2770258","1","2973"
"12636","12175","103","","1","2973"
"12637","12175","104","A2770257","1","2973"
"12638","12174","105","A2770256","1","2973"
"12639","12174","103","","1","2973"
"12640","12174","104","A2770255","1","2973"
"12641","12173","105","A2770254","1","2973"
"12642","12173","103","","1","2973"
"12643","12173","104","A2770253","1","2973"
"12644","12172","105","A2770252","1","2973"
"12645","12172","103","","1","2973"
"12646","12172","104","A2770251","1","2973"
"12647","12171","105","A2770250","1","2973"
"12648","12171","103","","1","2973"
"12649","12171","104","A2770249","1","2973"
"12650","12170","105","A2770248","1","2973"
"12651","12170","103","","1","2973"
"12652","12170","104","A2770247","1","2973"
"12653","12169","105","A2770246","1","2973"
"12654","12169","103","","1","2973"
"12655","12169","104","A2770245","1","2973"
"12656","12168","105","A2770310","1","2973"
"12657","12168","103","","1","2973"
"12658","12168","104","A2770309","1","2973"
"12659","12167","105","A2770312","1","2973"
"12660","12167","103","","1","2973"
"12661","12167","104","A2770311","1","2973"
"12662","12166","105","A2770308","1","2973"
"12663","12166","103","","1","2973"
"12664","12166","104","A2770307","1","2973"
"12665","12165","105","A2770306","1","2973"
"12666","12165","103","","1","2973"
"12667","12165","104","A2770305","1","2973"
"12668","12164","105","A2770304","1","2973"
"12669","12164","103","","1","2973"
"12670","12164","104","A2770303","1","2973"
"12671","12163","105","A2770302","1","2973"
"12672","12163","103","","1","2973"
"12673","12163","104","A2770301","1","2973"
"12674","12162","105","A2770300","1","2973"
"12675","12162","103","","1","2973"
"12676","12162","104","A2770299","1","2973"
"12677","12161","105","A2770298","1","2973"
"12678","12161","103","","1","2973"
"12679","12161","104","A2770297","1","2973"
"12680","12160","105","A2770296","1","2973"
"12681","12160","103","","1","2973"
"12682","12160","104","A2770295","1","2973"
"12683","12159","105","A2770294","1","2973"
"12684","12159","103","","1","2973"
"12685","12159","104","A2770293","1","2973"
"12686","12158","105","A2770292","1","2973"
"12687","12158","103","","1","2973"
"12688","12158","104","A2770291","1","2973"
"12689","12157","105","A2770290","1","2973"
"12690","12157","103","","1","2973"
"12691","12157","104","A2770289","1","2973"
"12692","12156","105","A2770288","1","2973"
"12693","12156","103","","1","2973"
"12694","12156","104","A2770287","1","2973"
"12695","12154","105","A2770284","1","2973"
"12696","12154","103","","1","2973"
"12697","12154","104","A2770283","1","2973"
"12698","12153","105","A2770282","1","2973"
"12699","12153","103","","1","2973"
"12700","12153","104","A2770281","1","2973"
"12701","12150","105","A2770276","1","2973"
"12702","12150","103","","1","2973"
"12703","12150","104","A2770275","1","2973"
"12704","12149","105","A2770274","1","2973"
"12705","12149","103","","1","2973"
"12706","12149","104","A2770273","1","2973"
"12707","12148","105","A2770272","1","2973"
"12708","12148","103","","1","2973"
"12709","12148","104","A2770271","1","2973"
"12710","12147","105","A2770270","1","2973"
"12711","12147","103","","1","2973"
"12712","12147","104","A2770269","1","2973"
"12713","12146","105","A2770268","1","2973"
"12714","12146","103","","1","2973"
"12715","12146","104","A2770267","1","2973"
"12716","12145","105","A2770266","1","2973"
"12717","12145","103","","1","2973"
"12718","12145","104","A2770265","1","2973"
"12719","12144","105","A2770264","1","2973"
"12720","12144","103","","1","2973"
"12721","12144","104","A2770263","1","2973"
"12722","12143","105","A2770244","1","2973"
"12723","12143","103","","1","2973"
"12724","12143","104","A2770243","1","2973"
"12725","12142","105","A2770242","1","2973"
"12726","12142","103","","1","2973"
"12727","12142","104","A2770241","1","2973"
"12728","12141","105","A2770240","1","2973"
"12729","12141","103","","1","2973"
"12730","12141","104","A2770239","1","2973"
"12731","12140","105","A2770238","1","2973"
"12732","12140","103","","1","2973"
"12733","12140","104","A2770237","1","2973"
"12734","12138","105","A2770234","1","2973"
"12735","12138","103","","1","2973"
"12736","12138","104","A2770233","1","2973"
"12737","12139","105","A2770236","1","2973"
"12738","12139","103","","1","2973"
"12739","12139","104","A2770235","1","2973"
"12740","12137","105","A2770232","1","2973"
"12741","12137","103","","1","2973"
"12742","12137","104","A2770231","1","2973"
"12743","12136","105","A2770230","1","2973"
"12744","12136","103","","1","2973"
"12745","12136","104","A2770229","1","2973"
"12746","12135","105","A2770228","1","2973"
"12747","12135","103","","1","2973"
"12748","12135","104","A2770227","1","2973"
"12749","12134","105","A2770226","1","2973"
"12750","12134","103","","1","2973"
"12751","12134","104","A2770225","1","2973"
"12752","12133","105","A2770224","1","2973"
"12753","12133","103","","1","2973"
"12754","12133","104","A2770223","1","2973"
"12755","12132","105","A2770222","1","2973"
"12756","12132","103","","1","2973"
"12757","12132","104","A2770221","1","2973"
"12758","12131","105","A2770220","1","2973"
"12759","12131","103","","1","2973"
"12760","12131","104","A2770219","1","2973"
"13407","9797","107","RK Warszawa  ul. Jana Pawła XII","1","2995"
"13408","9797","106","","1","2995"
"12764","12130","105","A2770218","1","2973"
"12765","12130","103","","1","2973"
"12766","12130","104","A2770217","1","2973"
"12767","12129","105","A2770216","1","2973"
"12768","12129","103","","1","2973"
"12769","12129","104","A2770215","1","2973"
"12770","12128","105","A2770261","1","2973"
"12771","12128","103","","1","2973"
"12772","12128","104","A2770262","1","2973"
"12773","12127","105","A2770214","1","2973"
"12775","12127","104","A2770213","1","2973"
"12776","12126","105","A2770212","1","2973"
"12777","12126","103","","1","2973"
"12778","12126","104","A2770211","1","2973"
"12779","12125","105","A2770210","1","2973"
"12780","12125","103","","1","2973"
"12781","12125","104","A2770209","1","2973"
"12782","12124","105","A2770208","1","2973"
"12783","12124","103","","1","2973"
"12784","12124","104","A2770207","1","2973"
"12785","12123","105","A2770206","1","2973"
"12786","12123","103","","1","2973"
"12787","12123","104","A2770205","1","2973"
"12788","12122","105","A2770204","1","2973"
"12789","12122","103","","1","2973"
"12790","12122","104","A2770203","1","2973"
"12791","12121","105","A2770202","1","2973"
"12792","12121","103","","1","2973"
"12793","12121","104","A2770201","1","2973"
"13409","9798","107","RK Warszawa  ul. Jana Pawła X-XI 2012","1","2995"
"13410","9798","106","","1","2995"
"12797","12120","105","A2770200","1","2973"
"12798","12120","103","","1","2973"
"12799","12120","104","A2770199","1","2973"
"12800","12119","105","A2770198","1","2973"
"12801","12119","103","","1","2973"
"12802","12119","104","A2770197","1","2973"
"12803","12118","105","A2770196","1","2973"
"12804","12118","103","","1","2973"
"12805","12118","104","A2770195","1","2973"
"12806","12117","105","A2770194","1","2973"
"12807","12117","103","","1","2973"
"12808","12117","104","A2770193","1","2973"
"12809","12116","105","A2770191","1","2973"
"12810","12116","103","","1","2973"
"12811","12116","104","A2770192","1","2973"
"12812","12115","105","A2770190","1","2973"
"12813","12115","103","","1","2973"
"12814","12115","104","A2770189","1","2973"
"12815","12114","105","A2770188","1","2973"
"12816","12114","103","","1","2973"
"12817","12114","104","A2770187","1","2973"
"12818","12113","105","A2770186","1","2973"
"12819","12113","103","","1","2973"
"12820","12113","104","A2770185","1","2973"
"12821","12112","105","A2770184","1","2973"
"12822","12112","103","","1","2973"
"12823","12112","104","A2770183","1","2973"
"12824","12111","105","A2770182","1","2973"
"12825","12111","103","","1","2973"
"12826","12111","104","A2770181","1","2973"
"12827","12110","105","A2770180","1","2973"
"12828","12110","103","","1","2973"
"12829","12110","104","A2770179","1","2973"
"12830","12109","105","A2770178","1","2973"
"12831","12109","103","","1","2973"
"12832","12109","104","A2770177","1","2973"
"12833","12108","105","A2770176","1","2973"
"12834","12108","103","","1","2973"
"12835","12108","104","A2770175","1","2973"
"12836","12107","105","A2770174","1","2973"
"12837","12107","103","","1","2973"
"12838","12107","104","A2770173","1","2973"
"12839","12106","105","A2770172","1","2973"
"12840","12106","103","","1","2973"
"12841","12106","104","A2770171","1","2973"
"12842","12105","105","A2770170","1","2973"
"12843","12105","103","","1","2973"
"12844","12105","104","A2770169","1","2973"
"12845","12104","105","A2770168","1","2973"
"12846","12104","103","","1","2973"
"12847","12104","104","A2770167","1","2973"
"12848","12103","105","A2770166","1","2973"
"12849","12103","103","","1","2973"
"12850","12103","104","A2770165","1","2973"
"12851","12102","105","A2770164","1","2973"
"12852","12102","103","","1","2973"
"12853","12102","104","A2770163","1","2973"
"12854","12101","105","A2770162","1","2973"
"12855","12101","103","","1","2973"
"12856","12101","104","A2770161","1","2973"
"12857","12100","105","A2770160","1","2973"
"12858","12100","103","","1","2973"
"12859","12100","104","A2770159","1","2973"
"12860","12099","105","A2770158","1","2973"
"12861","12099","103","","1","2973"
"12862","12099","104","A2770157","1","2973"
"12863","12098","105","A2770156","1","2973"
"12864","12098","103","","1","2973"
"12865","12098","104","A2770155","1","2973"
"12866","12097","105","A2770154","1","2973"
"12867","12097","103","","1","2973"
"12868","12097","104","A2770153","1","2973"
"12869","12096","105","A2769241","1","2973"
"12870","12096","103","","1","2973"
"12871","12096","104","A2769242","1","2973"
"12872","12095","105","A2769240","1","2973"
"12873","12095","103","","1","2973"
"12874","12095","104","A2769239","1","2973"
"12875","12094","105","A2769238","1","2973"
"12876","12094","103","","1","2973"
"12877","12094","104","A2769237","1","2973"
"12878","12093","105","A2769236","1","2973"
"12879","12093","103","","1","2973"
"12880","12093","104","A2769235","1","2973"
"12881","12092","105","A2769234","1","2973"
"12882","12092","103","","1","2973"
"12883","12092","104","A2769233","1","2973"
"12884","12043","105","A2770766","1","2973"
"12885","12043","103","","1","2973"
"12886","12043","104","A2770765","1","2973"
"12887","12042","105","A2770764","1","2973"
"12888","12042","103","","1","2973"
"12889","12042","104","A2770763","1","2973"
"12890","12041","105","A2770762","1","2973"
"12891","12041","103","","1","2973"
"12892","12041","104","A2770761","1","2973"
"12893","12040","105","A2770760","1","2973"
"12894","12040","103","","1","2973"
"12895","12040","104","A2770759","1","2973"
"12896","12039","105","A2770758","1","2973"
"12897","12039","103","","1","2973"
"12898","12039","104","A2770757","1","2973"
"12899","12038","105","A2770756","1","2973"
"12900","12038","103","","1","2973"
"12901","12038","104","A2770755","1","2973"
"12902","12037","105","A2770592","1","2973"
"12903","12037","103","","1","2973"
"12904","12037","104","A2770753","1","2973"
"12905","12036","105","A2770750","1","2973"
"12906","12036","103","","1","2973"
"12907","12036","104","A2770749","1","2973"
"12908","12035","105","A2770748","1","2973"
"12909","12035","103","","1","2973"
"12910","12035","104","A2770747","1","2973"
"12911","12034","105","A2770746","1","2973"
"12912","12034","103","","1","2973"
"12913","12034","104","A2770745","1","2973"
"12914","12033","105","A2770744","1","2973"
"12915","12033","103","","1","2973"
"12916","12033","104","A2770743","1","2973"
"12917","12032","105","A2770742","1","2973"
"12918","12032","103","","1","2973"
"12919","12032","104","A2770741","1","2973"
"12920","12031","105","A2770740","1","2973"
"12921","12031","103","","1","2973"
"12922","12031","104","A2770739","1","2973"
"12923","12030","105","A2770738","1","2973"
"12924","12030","103","","1","2973"
"12925","12030","104","A2770737","1","2973"
"12926","12029","105","A2770736","1","2973"
"12927","12029","103","","1","2973"
"12928","12029","104","A2770735","1","2973"
"12929","12028","105","A2770734","1","2973"
"12930","12028","103","","1","2973"
"12931","12028","104","A2770733","1","2973"
"12932","12027","105","A2770732","1","2973"
"12933","12027","103","","1","2973"
"12934","12027","104","A2770731","1","2973"
"12935","12026","105","A2770730","1","2973"
"12936","12026","103","","1","2973"
"12937","12026","104","A2770729","1","2973"
